Season,team,opp,result
2016,1437,1314,1
2003,1411,1421,0
2003,1436,1112,0
2003,1272,1113,0
2003,1166,1141,0
2003,1301,1143,0
2003,1140,1163,0
2003,1161,1181,0
2003,1153,1211,0
2003,1443,1228,0
2003,1429,1242,0
2003,1221,1266,0
2003,1356,1281,0
2003,1454,1323,0
2003,1354,1328,0
2003,1360,1390,0
2003,1173,1409,0
2003,1451,1458,0
2003,1386,1120,0
2003,1280,1139,0
2003,1358,1196,0
2003,1104,1231,0
2003,1237,1246,0
2003,1122,1257,0
2003,1423,1268,0
2003,1160,1277,0
2003,1335,1329,0
2003,1447,1338,0
2003,1261,1345,0
2003,1264,1393,0
2003,1421,1400,0
2003,1332,1428,0
2003,1190,1448,0
2003,1407,1462,0
2003,1211,1112,0
2003,1390,1163,0
2003,1141,1181,0
2003,1113,1242,0
2003,1281,1266,0
2003,1228,1323,0
2003,1143,1328,0
2003,1409,1458,0
2003,1448,1120,0
2003,1257,1139,0
2003,1428,1246,0
2003,1462,1268,0
2003,1196,1277,0
2003,1231,1338,0
2003,1329,1393,0
2003,1345,1400,0
2003,1323,1112,0
2003,1181,1242,0
2003,1458,1246,0
2003,1338,1266,0
2003,1268,1277,0
2003,1139,1328,0
2003,1120,1393,0
2003,1163,1400,0
2003,1112,1242,0
2003,1246,1266,0
2003,1328,1393,0
2003,1277,1400,0
2003,1266,1242,0
2003,1400,1393,0
2003,1242,1393,0
2004,1250,1197,0
2004,1356,1104,0
2004,1436,1163,0
2004,1173,1177,0
2004,1106,1181,0
2004,1434,1211,0
2004,1196,1264,0
2004,1431,1268,0
2004,1277,1305,0
2004,1102,1314,0
2004,1112,1371,0
2004,1251,1386,0
2004,1427,1390,0
2004,1140,1393,0
2004,1343,1400,0
2004,1150,1403,0
2004,1433,1448,0
2004,1428,1130,0
2004,1190,1153,0
2004,1320,1210,0
2004,1293,1228,0
2004,1227,1242,0
2004,1197,1246,0
2004,1376,1272,0
2004,1284,1280,0
2004,1418,1301,0
2004,1186,1329,0
2004,1344,1334,0
2004,1416,1338,0
2004,1449,1412,0
2004,1444,1435,0
2004,1350,1458,0
2004,1257,1462,0
2004,1390,1104,0
2004,1177,1163,0
2004,1371,1181,0
2004,1211,1305,0
2004,1403,1386,0
2004,1268,1393,0
2004,1314,1400,0
2004,1264,1448,0
2004,1130,1210,0
2004,1153,1228,0
2004,1334,1242,0
2004,1272,1329,0
2004,1458,1338,0
2004,1246,1412,0
2004,1301,1435,0
2004,1280,1462,0
2004,1393,1104,0
2004,1435,1163,0
2004,1338,1329,0
2004,1448,1386,0
2004,1228,1181,0
2004,1305,1210,0
2004,1412,1242,0
2004,1400,1462,0
2004,1104,1163,0
2004,1386,1329,0
2004,1462,1181,0
2004,1242,1210,0
2004,1181,1163,0
2004,1329,1210,0
2004,1210,1163,0
2005,1105,1324,0
2005,1429,1112,0
2005,1335,1130,0
2005,1234,1153,0
2005,1457,1211,0
2005,1192,1228,0
2005,1184,1246,0
2005,1400,1305,0
2005,1310,1328,0
2005,1338,1334,0
2005,1417,1403,0
2005,1261,1412,0
2005,1431,1428,0
2005,1151,1448,0
2005,1285,1449,0
2005,1166,1452,0
2005,1104,1454,0
2005,1242,1137,0
2005,1416,1163,0
2005,1175,1181,0
2005,1325,1196,0
2005,1203,1210,0
2005,1278,1235,0
2005,1418,1257,0
2005,1330,1277,0
2005,1390,1280,0
2005,1150,1301,0
2005,1324,1314,0
2005,1368,1329,0
2005,1388,1356,0
2005,1393,1436,0
2005,1307,1437,0
2005,1320,1458,0
2005,1412,1112,0
2005,1305,1228,0
2005,1153,1246,0
2005,1211,1403,0
2005,1328,1428,0
2005,1334,1449,0
2005,1448,1452,0
2005,1130,1454,0
2005,1280,1181,0
2005,1210,1257,0
2005,1436,1277,0
2005,1163,1301,0
2005,1235,1314,0
2005,1356,1329,0
2005,1196,1437,0
2005,1137,1458,0
2005,1329,1112,0
2005,1454,1228,0
2005,1449,1257,0
2005,1403,1452,0
2005,1428,1246,0
2005,1181,1277,0
2005,1437,1314,0
2005,1301,1458,0
2005,1112,1228,0
2005,1452,1257,0
2005,1246,1277,0
2005,1458,1314,0
2005,1257,1228,0
2005,1277,1314,0
2005,1228,1314,0
2006,1214,1284,0
2006,1266,1104,0
2006,1334,1130,0
2006,1380,1181,0
2006,1375,1196,0
2006,1423,1203,0
2006,1462,1211,0
2006,1102,1228,0
2006,1361,1231,0
2006,1233,1261,0
2006,1305,1285,0
2006,1457,1397,0
2006,1393,1401,0
2006,1125,1417,0
2006,1429,1449,0
2006,1328,1454,0
2006,1371,1455,0
2006,1458,1112,0
2006,1242,1133,0
2006,1116,1137,0
2006,1107,1163,0
2006,1277,1206,0
2006,1320,1207,0
2006,1412,1246,0
2006,1331,1272,0
2006,1143,1301,0
2006,1293,1314,0
2006,1234,1322,0
2006,1172,1326,0
2006,1245,1338,0
2006,1335,1400,0
2006,1284,1437,0
2006,1356,1452,0
2006,1285,1130,0
2006,1203,1181,0
2006,1454,1196,0
2006,1231,1211,0
2006,1401,1261,0
2006,1104,1417,0
2006,1228,1449,0
2006,1397,1455,0
2006,1338,1133,0
2006,1246,1163,0
2006,1314,1206,0
2006,1326,1207,0
2006,1137,1272,0
2006,1301,1400,0
2006,1112,1437,0
2006,1322,1452,0
2006,1181,1261,0
2006,1133,1272,0
2006,1452,1400,0
2006,1211,1417,0
2006,1449,1163,0
2006,1207,1196,0
2006,1455,1206,0
2006,1130,1437,0
2006,1400,1261,0
2006,1272,1417,0
2006,1437,1196,0
2006,1163,1206,0
2006,1206,1196,0
2006,1261,1417,0
2006,1417,1196,0
2007,1197,1310,0
2007,1403,1130,0
2007,1330,1139,0
2007,1125,1207,0
2007,1211,1231,0
2007,1390,1257,0
2007,1172,1268,0
2007,1266,1277,0
2007,1184,1314,0
2007,1148,1326,0
2007,1460,1338,0
2007,1335,1401,0
2007,1451,1417,0
2007,1181,1433,0
2007,1203,1435,0
2007,1331,1450,0
2007,1140,1462,0
2007,1238,1196,0
2007,1310,1242,0
2007,1437,1246,0
2007,1317,1272,0
2007,1166,1305,0
2007,1275,1332,0
2007,1112,1345,0
2007,1221,1356,0
2007,1253,1397,0
2007,1308,1400,0
2007,1210,1424,0
2007,1116,1425,0
2007,1107,1438,0
2007,1228,1439,0
2007,1323,1457,0
2007,1394,1458,0
2007,1268,1139,0
2007,1130,1207,0
2007,1277,1314,0
2007,1462,1326,0
2007,1433,1338,0
2007,1257,1401,0
2007,1231,1417,0
2007,1450,1435,0
2007,1345,1196,0
2007,1246,1242,0
2007,1305,1272,0
2007,1457,1332,0
2007,1439,1356,0
2007,1438,1397,0
2007,1458,1424,0
2007,1400,1425,0
2007,1356,1242,0
2007,1401,1272,0
2007,1397,1326,0
2007,1338,1417,0
2007,1139,1196,0
2007,1435,1207,0
2007,1425,1314,0
2007,1424,1332,0
2007,1272,1326,0
2007,1242,1417,0
2007,1332,1196,0
2007,1314,1207,0
2007,1417,1196,0
2007,1207,1326,0
2007,1326,1196,0
2008,1164,1291,0
2008,1125,1181,0
2008,1340,1242,0
2008,1425,1243,0
2008,1246,1266,0
2008,1396,1277,0
2008,1206,1323,0
2008,1331,1338,0
2008,1124,1345,0
2008,1165,1390,0
2008,1140,1401,0
2008,1290,1417,0
2008,1245,1424,0
2008,1457,1450,0
2008,1112,1452,0
2008,1168,1458,0
2008,1208,1462,0
2008,1231,1116,0
2008,1375,1139,0
2008,1211,1172,0
2008,1420,1207,0
2008,1129,1257,0
2008,1426,1272,0
2008,1388,1274,0
2008,1332,1280,0
2008,1291,1314,0
2008,1386,1328,0
2008,1163,1360,0
2008,1435,1373,0
2008,1110,1397,0
2008,1122,1400,0
2008,1155,1437,0
2008,1179,1443,0
2008,1424,1242,0
2008,1338,1277,0
2008,1266,1390,0
2008,1401,1417,0
2008,1323,1450,0
2008,1181,1452,0
2008,1243,1458,0
2008,1345,1462,0
2008,1207,1172,0
2008,1328,1257,0
2008,1280,1272,0
2008,1116,1314,0
2008,1139,1397,0
2008,1274,1400,0
2008,1373,1437,0
2008,1360,1443,0
2008,1397,1257,0
2008,1450,1314,0
2008,1443,1417,0
2008,1452,1462,0
2008,1458,1172,0
2008,1437,1242,0
2008,1277,1272,0
2008,1390,1400,0
2008,1257,1314,0
2008,1462,1417,0
2008,1172,1242,0
2008,1400,1272,0
2008,1314,1242,0
2008,1417,1272,0
2008,1272,1242,0
2009,1106,1287,0
2009,1151,1163,0
2009,1127,1181,0
2009,1103,1211,0
2009,1139,1261,0
2009,1143,1268,0
2009,1169,1272,0
2009,1155,1276,0
2009,1347,1314,0
2009,1288,1328,0
2009,1320,1345,0
2009,1278,1400,0
2009,1140,1401,0
2009,1433,1417,0
2009,1110,1437,0
2009,1228,1443,0
2009,1280,1449,0
2009,1428,1112,0
2009,1396,1113,0
2009,1448,1156,0
2009,1452,1173,0
2009,1295,1242,0
2009,1287,1257,0
2009,1429,1266,0
2009,1352,1277,0
2009,1165,1281,0
2009,1397,1329,0
2009,1190,1338,0
2009,1326,1373,0
2009,1372,1393,0
2009,1130,1425,0
2009,1199,1458,0
2009,1340,1462,0
2009,1401,1163,0
2009,1400,1181,0
2009,1443,1211,0
2009,1268,1272,0
2009,1261,1314,0
2009,1276,1328,0
2009,1449,1345,0
2009,1417,1437,0
2009,1156,1112,0
2009,1173,1242,0
2009,1373,1257,0
2009,1425,1277,0
2009,1266,1281,0
2009,1329,1338,0
2009,1113,1393,0
2009,1458,1462,0
2009,1345,1163,0
2009,1272,1281,0
2009,1462,1338,0
2009,1181,1437,0
2009,1112,1257,0
2009,1242,1277,0
2009,1211,1314,0
2009,1393,1328,0
2009,1281,1163,0
2009,1338,1437,0
2009,1257,1277,0
2009,1328,1314,0
2009,1163,1277,0
2009,1437,1314,0
2009,1277,1314,0
2010,1457,1115,0
2010,1358,1124,0
2010,1431,1139,0
2010,1196,1140,0
2010,1250,1242,0
2010,1317,1243,0
2010,1190,1246,0
2010,1435,1293,0
2010,1285,1307,0
2010,1424,1320,0
2010,1207,1325,0
2010,1323,1330,0
2010,1350,1388,0
2010,1361,1397,0
2010,1352,1437,0
2010,1400,1448,0
2010,1266,1449,0
2010,1257,1143,0
2010,1396,1165,0
2010,1115,1181,0
2010,1329,1210,0
2010,1199,1211,0
2010,1222,1268,0
2010,1308,1277,0
2010,1155,1281,0
2010,1364,1326,0
2010,1324,1338,0
2010,1373,1345,0
2010,1436,1393,0
2010,1429,1401,0
2010,1288,1452,0
2010,1459,1458,0
2010,1278,1462,0
2010,1330,1124,0
2010,1293,1139,0
2010,1140,1243,0
2010,1448,1246,0
2010,1242,1320,0
2010,1437,1388,0
2010,1325,1397,0
2010,1307,1449,0
2010,1458,1165,0
2010,1143,1181,0
2010,1268,1277,0
2010,1210,1326,0
2010,1401,1345,0
2010,1211,1393,0
2010,1281,1452,0
2010,1338,1462,0
2010,1393,1139,0
2010,1462,1243,0
2010,1165,1246,0
2010,1449,1452,0
2010,1388,1124,0
2010,1345,1181,0
2010,1320,1277,0
2010,1326,1397,0
2010,1243,1139,0
2010,1246,1452,0
2010,1124,1181,0
2010,1397,1277,0
2010,1277,1139,0
2010,1452,1181,0
2010,1139,1181,0
2011,1412,1155,0
2011,1114,1421,0
2011,1106,1427,0
2011,1425,1433,0
2011,1330,1139,0
2011,1459,1140,0
2011,1281,1153,0
2011,1137,1163,0
2011,1364,1196,0
2011,1385,1211,0
2011,1429,1243,0
2011,1343,1246,0
2011,1257,1287,0
2011,1421,1338,0
2011,1435,1350,0
2011,1294,1361,0
2011,1336,1396,0
2011,1277,1417,0
2011,1155,1452,0
2011,1125,1458,0
2011,1272,1112,0
2011,1214,1181,0
2011,1401,1199,0
2011,1437,1206,0
2011,1424,1228,0
2011,1131,1242,0
2011,1462,1266,0
2011,1397,1276,0
2011,1254,1314,0
2011,1103,1323,0
2011,1427,1326,0
2011,1389,1345,0
2011,1232,1393,0
2011,1324,1400,0
2011,1207,1433,0
2011,1208,1449,0
2011,1338,1139,0
2011,1211,1140,0
2011,1153,1163,0
2011,1417,1196,0
2011,1452,1246,0
2011,1287,1350,0
2011,1396,1361,0
2011,1243,1458,0
2011,1400,1112,0
2011,1276,1181,0
2011,1323,1199,0
2011,1228,1242,0
2011,1393,1266,0
2011,1449,1314,0
2011,1206,1326,0
2011,1345,1433,0
2011,1181,1112,0
2011,1458,1139,0
2011,1361,1163,0
2011,1140,1196,0
2011,1350,1242,0
2011,1326,1246,0
2011,1266,1314,0
2011,1199,1433,0
2011,1196,1139,0
2011,1112,1163,0
2011,1314,1246,0
2011,1242,1433,0
2011,1433,1139,0
2011,1246,1163,0
2011,1139,1163,0
2012,1233,1140,0
2012,1290,1443,0
2012,1143,1378,0
2012,1249,1436,0
2012,1355,1124,0
2012,1424,1160,0
2012,1452,1211,0
2012,1308,1231,0
2012,1163,1235,0
2012,1379,1243,0
2012,1443,1246,0
2012,1172,1257,0
2012,1140,1266,0
2012,1161,1293,0
2012,1253,1307,0
2012,1259,1326,0
2012,1421,1393,0
2012,1455,1433,0
2012,1217,1435,0
2012,1285,1458,0
2012,1400,1153,0
2012,1104,1166,0
2012,1438,1196,0
2012,1382,1199,0
2012,1125,1207,0
2012,1178,1242,0
2012,1181,1250,0
2012,1254,1277,0
2012,1361,1301,0
2012,1281,1313,0
2012,1436,1314,0
2012,1276,1325,0
2012,1388,1345,0
2012,1396,1378,0
2012,1272,1387,0
2012,1323,1462,0
2012,1160,1124,0
2012,1433,1231,0
2012,1235,1246,0
2012,1307,1257,0
2012,1293,1266,0
2012,1211,1326,0
2012,1243,1393,0
2012,1435,1458,0
2012,1199,1153,0
2012,1313,1196,0
2012,1345,1242,0
2012,1387,1277,0
2012,1207,1301,0
2012,1166,1314,0
2012,1378,1325,0
2012,1250,1462,0
2012,1266,1196,0
2012,1277,1257,0
2012,1153,1326,0
2012,1458,1393,0
2012,1462,1124,0
2012,1301,1242,0
2012,1231,1246,0
2012,1325,1314,0
2012,1196,1257,0
2012,1393,1326,0
2012,1314,1242,0
2012,1124,1246,0
2012,1326,1242,0
2012,1257,1246,0
2012,1242,1246,0
2013,1251,1299,0
2013,1292,1388,0
2013,1254,1241,0
2013,1129,1247,0
2013,1125,1112,0
2013,1137,1139,0
2013,1424,1143,0
2013,1281,1161,0
2013,1380,1211,0
2013,1307,1217,0
2013,1299,1257,0
2013,1172,1266,0
2013,1388,1272,0
2013,1355,1276,0
2013,1434,1277,0
2013,1329,1332,0
2013,1308,1387,0
2013,1285,1393,0
2013,1103,1433,0
2013,1338,1455,0
2013,1153,1166,0
2013,1107,1181,0
2013,1207,1195,0
2013,1322,1196,0
2013,1160,1228,0
2013,1241,1231,0
2013,1323,1235,0
2013,1443,1242,0
2013,1243,1247,0
2013,1334,1274,0
2013,1417,1278,0
2013,1458,1279,0
2013,1437,1314,0
2013,1233,1326,0
2013,1328,1361,0
2013,1301,1396,0
2013,1217,1112,0
2013,1161,1257,0
2013,1139,1266,0
2013,1433,1276,0
2013,1272,1277,0
2013,1387,1332,0
2013,1143,1393,0
2013,1211,1455,0
2013,1166,1181,0
2013,1361,1195,0
2013,1278,1196,0
2013,1396,1231,0
2013,1314,1242,0
2013,1279,1247,0
2013,1228,1274,0
2013,1235,1326,0
2013,1274,1266,0
2013,1112,1326,0
2013,1231,1393,0
2013,1247,1455,0
2013,1277,1181,0
2013,1195,1196,0
2013,1332,1257,0
2013,1242,1276,0
2013,1266,1393,0
2013,1326,1455,0
2013,1181,1257,0
2013,1196,1276,0
2013,1455,1257,0
2013,1393,1276,0
2013,1276,1257,0
2014,1291,1107,0
2014,1462,1301,0
2014,1411,1142,0
2014,1234,1397,0
2014,1386,1163,0
2014,1326,1173,0
2014,1107,1196,0
2014,1153,1217,0
2014,1264,1257,0
2014,1459,1276,0
2014,1174,1277,0
2014,1328,1295,0
2014,1140,1332,0
2014,1160,1338,0
2014,1308,1361,0
2014,1301,1387,0
2014,1444,1393,0
2014,1113,1400,0
2014,1454,1437,0
2014,1110,1458,0
2014,1451,1112,0
2014,1304,1124,0
2014,1418,1166,0
2014,1329,1211,0
2014,1300,1235,0
2014,1184,1242,0
2014,1243,1246,0
2014,1203,1272,0
2014,1181,1273,0
2014,1344,1314,0
2014,1433,1372,0
2014,1307,1390,0
2014,1269,1397,0
2014,1409,1417,0
2014,1157,1438,0
2014,1142,1455,0
2014,1437,1163,0
2014,1393,1173,0
2014,1338,1196,0
2014,1387,1257,0
2014,1400,1276,0
2014,1217,1277,0
2014,1295,1361,0
2014,1332,1458,0
2014,1211,1112,0
2014,1166,1124,0
2014,1314,1235,0
2014,1455,1246,0
2014,1242,1390,0
2014,1273,1397,0
2014,1372,1417,0
2014,1272,1438,0
2014,1361,1112,0
2014,1390,1173,0
2014,1417,1196,0
2014,1124,1458,0
2014,1235,1163,0
2014,1257,1246,0
2014,1397,1276,0
2014,1438,1277,0
2014,1173,1196,0
2014,1112,1458,0
2014,1277,1163,0
2014,1276,1246,0
2014,1196,1163,0
2014,1458,1246,0
2014,1246,1163,0
2015,1264,1214,0
2015,1140,1279,0
2015,1129,1173,0
2015,1316,1352,0
2015,1411,1112,0
2015,1459,1116,0
2015,1400,1139,0
2015,1345,1153,0
2015,1186,1207,0
2015,1124,1209,0
2015,1214,1246,0
2015,1261,1301,0
2015,1217,1314,0
2015,1318,1323,0
2015,1433,1326,0
2015,1235,1412,0
2015,1374,1417,0
2015,1372,1428,0
2015,1248,1437,0
2015,1279,1462,0
2015,1344,1173,0
2015,1352,1181,0
2015,1295,1211,0
2015,1172,1234,0
2015,1308,1242,0
2015,1414,1257,0
2015,1434,1268,0
2015,1208,1277,0
2015,1461,1320,0
2015,1107,1328,0
2015,1329,1332,0
2015,1385,1361,0
2015,1125,1438,0
2015,1138,1452,0
2015,1231,1455,0
2015,1157,1458,0
2015,1326,1112,0
2015,1153,1246,0
2015,1437,1301,0
2015,1116,1314,0
2015,1139,1323,0
2015,1412,1417,0
2015,1207,1428,0
2015,1209,1462,0
2015,1361,1181,0
2015,1234,1211,0
2015,1320,1257,0
2015,1438,1277,0
2015,1173,1328,0
2015,1268,1452,0
2015,1242,1455,0
2015,1332,1458,0
2015,1462,1112,0
2015,1452,1246,0
2015,1455,1323,0
2015,1314,1458,0
2015,1428,1181,0
2015,1417,1211,0
2015,1301,1257,0
2015,1328,1277,0
2015,1323,1246,0
2015,1112,1458,0
2015,1211,1181,0
2015,1257,1277,0
2015,1277,1181,0
2015,1246,1458,0
2015,1458,1181,0
2016,1192,1195,0
2016,1435,1455,0
2016,1380,1221,0
2016,1409,1276,0
2016,1345,1114,0
2016,1403,1139,0
2016,1160,1163,0
2016,1423,1181,0
2016,1371,1211,0
2016,1151,1231,0
2016,1233,1235,0
2016,1122,1242,0
2016,1392,1246,0
2016,1138,1274,0
2016,1195,1314,0
2016,1425,1344,0
2016,1201,1428,0
2016,1214,1438,0
2016,1112,1455,0
2016,1124,1463,0
2016,1143,1218,0
2016,1396,1234,0
2016,1355,1268,0
2016,1277,1292,0
2016,1400,1320,0
2016,1276,1323,0
2016,1167,1328,0
2016,1221,1332,0
2016,1452,1372,0
2016,1153,1386,0
2016,1173,1393,0
2016,1453,1401,0
2016,1333,1433,0
2016,1421,1437,0
2016,1338,1458,0
2016,1451,1462,0
2016,1463,1181,0
2016,1428,1211,0
2016,1246,1231,0
2016,1114,1235,0
2016,1163,1242,0
2016,1455,1274,0
2016,1344,1314,0
2016,1139,1438,0
2016,1218,1268,0
2016,1372,1323,0
2016,1433,1328,0
2016,1386,1332,0
2016,1292,1393,0
2016,1320,1401,0
2016,1234,1437,0
2016,1462,1458,0
2016,1268,1242,0
2016,1401,1328,0
2016,1181,1332,0
2016,1274,1437,0
2016,1231,1314,0
2016,1458,1323,0
2016,1211,1393,0
2016,1235,1438,0
2016,1332,1328,0
2016,1242,1437,0
2016,1323,1314,0
2016,1438,1393,0
2016,1393,1314,0
2016,1328,1437,0
2016,1314,1437,0
