,Season,team,opp,result,team_seed,opp_seed,team_n_seed,opp_n_seed
465,2010,1143,1257,1,X08,X09,8,9
466,2010,1165,1396,1,W12,W05,12,5
467,2010,1181,1115,1,X01,X16a,1,16
468,2010,1210,1329,1,Y10,Y07,10,7
469,2010,1211,1199,1,Z08,Z09,8,9
470,2010,1268,1222,1,Y04,Y13,4,13
471,2010,1277,1308,1,Y05,Y12,5,12
472,2010,1281,1155,1,W10,W07,10,7
473,2010,1326,1364,1,Y02,Y15,2,15
474,2010,1338,1324,1,Z03,Z14,3,14
475,2010,1345,1373,1,X04,X13,4,13
476,2010,1393,1436,1,Z01,Z16,1,16
477,2010,1401,1429,1,X05,X12,5,12
478,2010,1452,1288,1,W02,W15,2,15
479,2010,1458,1459,1,W04,W13,4,13
480,2010,1462,1278,1,Z06,Z11,6,11
481,2010,1124,1330,1,X03,X11,3,11
482,2010,1139,1293,1,Z05,Z13,5,13
483,2010,1243,1140,1,Z02,Z07,2,7
484,2010,1246,1448,1,W01,W09,1,9
485,2010,1320,1242,1,Y09,Y01,9,1
486,2010,1388,1437,1,X10,X02,10,2
487,2010,1397,1325,1,Y06,Y14,6,14
488,2010,1449,1307,1,W11,W03,11,3
489,2010,1165,1458,1,W12,W04,12,4
490,2010,1181,1143,1,X01,X08,1,8
491,2010,1277,1268,1,Y05,Y04,5,4
492,2010,1326,1210,1,Y02,Y10,2,10
493,2010,1345,1401,1,X04,X05,4,5
494,2010,1393,1211,1,Z01,Z08,1,8
495,2010,1452,1281,1,W02,W10,2,10
496,2010,1462,1338,1,Z06,Z03,6,3
497,2010,1139,1393,1,Z05,Z01,5,1
498,2010,1243,1462,1,Z02,Z06,2,6
499,2010,1246,1165,1,W01,W12,1,12
500,2010,1452,1449,1,W02,W11,2,11
501,2010,1124,1388,1,X03,X10,3,10
502,2010,1181,1345,1,X01,X04,1,4
503,2010,1277,1320,1,Y05,Y09,5,9
504,2010,1397,1326,1,Y06,Y02,6,2
505,2010,1139,1243,1,Z05,Z02,5,2
506,2010,1452,1246,1,W02,W01,2,1
507,2010,1181,1124,1,X01,X03,1,3
508,2010,1277,1397,1,Y05,Y06,5,6
509,2010,1139,1277,1,Z05,Y05,5,5
510,2010,1181,1452,1,X01,W02,1,2
511,2010,1181,1139,1,X01,Z05,1,5
512,2011,1155,1412,1,W12a,W12b,12,12
513,2011,1421,1114,1,Y16b,Y16a,16,16
514,2011,1427,1106,1,W16b,W16a,16,16
515,2011,1433,1425,1,Z11b,Z11a,11,11
516,2011,1139,1330,1,Y08,Y09,8,9
517,2011,1140,1459,1,Y03,Y14,3,14
518,2011,1153,1281,1,X06,X11,6,11
519,2011,1163,1137,1,X03,X14,3,14
520,2011,1196,1364,1,Y02,Y15,2,15
521,2011,1211,1385,1,Y11,Y06,11,6
522,2011,1243,1429,1,Y05,Y12,5,12
523,2011,1246,1343,1,W04,W13,4,13
524,2011,1287,1257,1,Z13,Z04,13,4
525,2011,1338,1421,1,Y01,Y16b,1,16
526,2011,1350,1435,1,Z12,Z05,12,5
527,2011,1361,1294,1,X02,X15,2,15
528,2011,1396,1336,1,X07,X10,7,10
529,2011,1417,1277,1,Y07,Y10,7,10
530,2011,1452,1155,1,W05,W12a,5,12
531,2011,1458,1125,1,Y04,Y13,4,13
532,2011,1112,1272,1,X05,X12,5,12
533,2011,1181,1214,1,X01,X16,1,16
534,2011,1199,1401,1,Z10,Z07,10,7
535,2011,1206,1437,1,W08,W09,8,9
536,2011,1228,1424,1,Z09,Z08,9,8
537,2011,1242,1131,1,Z01,Z16,1,16
538,2011,1266,1462,1,W11,W06,11,6
539,2011,1276,1397,1,X08,X09,8,9
540,2011,1314,1254,1,W02,W15,2,15
541,2011,1323,1103,1,Z02,Z15,2,15
542,2011,1326,1427,1,W01,W16b,1,16
543,2011,1345,1389,1,Z03,Z14,3,14
544,2011,1393,1232,1,W03,W14,3,14
545,2011,1400,1324,1,X04,X13,4,13
546,2011,1433,1207,1,Z11b,Z06,11,6
547,2011,1449,1208,1,W07,W10,7,10
548,2011,1139,1338,1,Y08,Y01,8,1
549,2011,1140,1211,1,Y03,Y11,3,11
550,2011,1163,1153,1,X03,X06,3,6
551,2011,1196,1417,1,Y02,Y07,2,7
552,2011,1246,1452,1,W04,W05,4,5
553,2011,1350,1287,1,Z12,Z13,12,13
554,2011,1361,1396,1,X02,X07,2,7
555,2011,1458,1243,1,Y04,Y05,4,5
556,2011,1112,1400,1,X05,X04,5,4
557,2011,1181,1276,1,X01,X08,1,8
558,2011,1199,1323,1,Z10,Z02,10,2
559,2011,1242,1228,1,Z01,Z09,1,9
560,2011,1266,1393,1,W11,W03,11,3
561,2011,1314,1449,1,W02,W07,2,7
562,2011,1326,1206,1,W01,W08,1,8
563,2011,1433,1345,1,Z11b,Z03,11,3
564,2011,1112,1181,1,X05,X01,5,1
565,2011,1139,1458,1,Y08,Y04,8,4
566,2011,1163,1361,1,X03,X02,3,2
567,2011,1196,1140,1,Y02,Y03,2,3
568,2011,1242,1350,1,Z01,Z12,1,12
569,2011,1246,1326,1,W04,W01,4,1
570,2011,1314,1266,1,W02,W11,2,11
571,2011,1433,1199,1,Z11b,Z10,11,10
572,2011,1139,1196,1,Y08,Y02,8,2
573,2011,1163,1112,1,X03,X05,3,5
574,2011,1246,1314,1,W04,W02,4,2
575,2011,1433,1242,1,Z11b,Z01,11,1
576,2011,1139,1433,1,Y08,Z11b,8,11
577,2011,1163,1246,1,X03,W04,3,4
578,2011,1163,1139,1,X03,Y08,3,8
579,2012,1140,1233,1,Z14a,Z14b,14,14
580,2012,1443,1290,1,Y16b,Y16a,16,16
581,2012,1378,1143,1,X12b,X12a,12,12
582,2012,1436,1249,1,X16b,X16a,16,16
583,2012,1124,1355,1,Y03,Y14,3,14
584,2012,1160,1424,1,Y11,Y06,11,6
585,2012,1211,1452,1,W07,W10,7,10
586,2012,1231,1308,1,Y04,Y13,4,13
587,2012,1235,1163,1,Y08,Y09,8,9
588,2012,1243,1379,1,W08,W09,8,9
589,2012,1246,1443,1,Y01,Y16b,1,16
590,2012,1257,1172,1,Z04,Z13,4,13
591,2012,1266,1140,1,Z03,Z14a,3,14
592,2012,1293,1161,1,Z06,Z11,6,11
593,2012,1307,1253,1,Z05,Z12,5,12
594,2012,1326,1259,1,W02,W15,2,15
595,2012,1393,1421,1,W01,W16,1,16
596,2012,1433,1455,1,Y12,Y05,12,5
597,2012,1435,1217,1,W05,W12,5,12
598,2012,1458,1285,1,W04,W13,4,13
599,2012,1153,1400,1,W06,W11,6,11
600,2012,1166,1104,1,X08,X09,8,9
601,2012,1196,1438,1,Z07,Z10,7,10
602,2012,1199,1382,1,W03,W14,3,14
603,2012,1207,1125,1,X03,X14,3,14
604,2012,1242,1178,1,X02,X15,2,15
605,2012,1250,1181,1,Y15,Y02,15,2
606,2012,1277,1254,1,Z01,Z16,1,16
607,2012,1301,1361,1,X11,X06,11,6
608,2012,1313,1281,1,Z15,Z02,15,2
609,2012,1314,1436,1,X01,X16b,1,16
610,2012,1325,1276,1,X13,X04,13,4
611,2012,1345,1388,1,X10,X07,10,7
612,2012,1378,1396,1,X12b,X05,12,5
613,2012,1387,1272,1,Z09,Z08,9,8
614,2012,1462,1323,1,Y10,Y07,10,7
615,2012,1124,1160,1,Y03,Y11,3,11
616,2012,1231,1433,1,Y04,Y12,4,12
617,2012,1246,1235,1,Y01,Y08,1,8
618,2012,1257,1307,1,Z04,Z05,4,5
619,2012,1266,1293,1,Z03,Z06,3,6
620,2012,1326,1211,1,W02,W07,2,7
621,2012,1393,1243,1,W01,W08,1,8
622,2012,1458,1435,1,W04,W05,4,5
623,2012,1153,1199,1,W06,W03,6,3
624,2012,1196,1313,1,Z07,Z15,7,15
625,2012,1242,1345,1,X02,X10,2,10
626,2012,1277,1387,1,Z01,Z09,1,9
627,2012,1301,1207,1,X11,X03,11,3
628,2012,1314,1166,1,X01,X08,1,8
629,2012,1325,1378,1,X13,X12b,13,12
630,2012,1462,1250,1,Y10,Y15,10,15
631,2012,1196,1266,1,Z07,Z03,7,3
632,2012,1257,1277,1,Z04,Z01,4,1
633,2012,1326,1153,1,W02,W06,2,6
634,2012,1393,1458,1,W01,W04,1,4
635,2012,1124,1462,1,Y03,Y10,3,10
636,2012,1242,1301,1,X02,X11,2,11
637,2012,1246,1231,1,Y01,Y04,1,4
638,2012,1314,1325,1,X01,X13,1,13
639,2012,1257,1196,1,Z04,Z07,4,7
640,2012,1326,1393,1,W02,W01,2,1
641,2012,1242,1314,1,X02,X01,2,1
642,2012,1246,1124,1,Y01,Y03,1,3
643,2012,1242,1326,1,X02,W02,2,2
644,2012,1246,1257,1,Y01,Z04,1,4
645,2012,1246,1242,1,Y01,X02,1,2
646,2013,1299,1251,1,Y16b,Y16a,16,16
647,2013,1388,1292,1,Y11b,Y11a,11,11
648,2013,1241,1254,1,W16a,W16b,16,16
649,2013,1247,1129,1,Z13b,Z13a,13,13
650,2013,1112,1125,1,Z06,Z11,6,11
651,2013,1139,1137,1,W06,W11,6,11
652,2013,1143,1424,1,W12,W05,12,5
653,2013,1161,1281,1,Y08,Y09,8,9
654,2013,1211,1380,1,Z01,Z16,1,16
655,2013,1217,1307,1,Z14,Z03,14,3
656,2013,1257,1299,1,Y01,Y16b,1,16
657,2013,1266,1172,1,W03,W14,3,14
658,2013,1272,1388,1,Y06,Y11b,6,11
659,2013,1276,1355,1,X04,X13,4,13
660,2013,1277,1434,1,Y03,Y14,3,14
661,2013,1332,1329,1,Y12,Y05,12,5
662,2013,1387,1308,1,Y04,Y13,4,13
663,2013,1393,1285,1,W04,W13,4,13
664,2013,1433,1103,1,X05,X12,5,12
665,2013,1455,1338,1,Z09,Z08,9,8
666,2013,1166,1153,1,Y07,Y10,7,10
667,2013,1181,1107,1,Y02,Y15,2,15
668,2013,1195,1207,1,X15,X02,15,2
669,2013,1196,1322,1,X03,X14,3,14
670,2013,1228,1160,1,W07,W10,7,10
671,2013,1231,1241,1,W01,W16a,1,16
672,2013,1235,1323,1,Z10,Z07,10,7
673,2013,1242,1443,1,X01,X16,1,16
674,2013,1247,1243,1,Z13b,Z04,13,4
675,2013,1274,1334,1,W02,W15,2,15
676,2013,1278,1417,1,X11,X06,11,6
677,2013,1279,1458,1,Z12,Z05,12,5
678,2013,1314,1437,1,X08,X09,8,9
679,2013,1326,1233,1,Z02,Z15,2,15
680,2013,1361,1328,1,X07,X10,7,10
681,2013,1396,1301,1,W09,W08,9,8
682,2013,1112,1217,1,Z06,Z14,6,14
683,2013,1257,1161,1,Y01,Y08,1,8
684,2013,1266,1139,1,W03,W06,3,6
685,2013,1276,1433,1,X04,X05,4,5
686,2013,1277,1272,1,Y03,Y06,3,6
687,2013,1332,1387,1,Y12,Y04,12,4
688,2013,1393,1143,1,W04,W12,4,12
689,2013,1455,1211,1,Z09,Z01,9,1
690,2013,1181,1166,1,Y02,Y07,2,7
691,2013,1195,1361,1,X15,X07,15,7
692,2013,1196,1278,1,X03,X11,3,11
693,2013,1231,1396,1,W01,W09,1,9
694,2013,1242,1314,1,X01,X08,1,8
695,2013,1247,1279,1,Z13b,Z12,13,12
696,2013,1274,1228,1,W02,W07,2,7
697,2013,1326,1235,1,Z02,Z10,2,10
698,2013,1266,1274,1,W03,W02,3,2
699,2013,1326,1112,1,Z02,Z06,2,6
700,2013,1393,1231,1,W04,W01,4,1
701,2013,1455,1247,1,Z09,Z13b,9,13
702,2013,1181,1277,1,Y02,Y03,2,3
703,2013,1196,1195,1,X03,X15,3,15
704,2013,1257,1332,1,Y01,Y12,1,12
705,2013,1276,1242,1,X04,X01,4,1
706,2013,1393,1266,1,W04,W03,4,3
707,2013,1455,1326,1,Z09,Z02,9,2
708,2013,1257,1181,1,Y01,Y02,1,2
709,2013,1276,1196,1,X04,X03,4,3
710,2013,1257,1455,1,Y01,Z09,1,9
711,2013,1276,1393,1,X04,W04,4,4
712,2013,1257,1276,1,Y01,X04,1,4
713,2014,1107,1291,1,X16a,X16b,16,16
714,2014,1301,1462,1,Y12a,Y12b,12,12
715,2014,1142,1411,1,Y16a,Y16b,16,16
716,2014,1397,1234,1,Y11b,Y11a,11,11
717,2014,1163,1386,1,W07,W10,7,10
718,2014,1173,1326,1,X11,X06,11,6
719,2014,1196,1107,1,X01,X16a,1,16
720,2014,1217,1153,1,W12,W05,12,5
721,2014,1257,1264,1,Y04,Y13,4,13
722,2014,1276,1459,1,Y02,Y15,2,15
723,2014,1277,1174,1,W04,W13,4,13
724,2014,1295,1328,1,Z12,Z05,12,5
725,2014,1332,1140,1,Z07,Z10,7,10
726,2014,1338,1160,1,X09,X08,9,8
727,2014,1361,1308,1,Z04,Z13,4,13
728,2014,1387,1301,1,Y05,Y12a,5,12
729,2014,1393,1444,1,X03,X14,3,14
730,2014,1400,1113,1,Y07,Y10,7,10
731,2014,1437,1454,1,W02,W15,2,15
732,2014,1458,1110,1,Z02,Z15,2,15
733,2014,1112,1451,1,Z01,Z16,1,16
734,2014,1124,1304,1,Z06,Z11,6,11
735,2014,1166,1418,1,Z03,Z14,3,14
736,2014,1211,1329,1,Z08,Z09,8,9
737,2014,1235,1300,1,W03,W14,3,14
738,2014,1242,1184,1,X02,X15,2,15
739,2014,1246,1243,1,Y08,Y09,8,9
740,2014,1272,1203,1,W08,W09,8,9
741,2014,1273,1181,1,Y14,Y03,14,3
742,2014,1314,1344,1,W06,W11,6,11
743,2014,1372,1433,1,X12,X05,12,5
744,2014,1390,1307,1,X10,X07,10,7
745,2014,1397,1269,1,Y11b,Y06,11,6
746,2014,1417,1409,1,X04,X13,4,13
747,2014,1438,1157,1,W01,W16,1,16
748,2014,1455,1142,1,Y01,Y16a,1,16
749,2014,1163,1437,1,W07,W02,7,2
750,2014,1173,1393,1,X11,X03,11,3
751,2014,1196,1338,1,X01,X09,1,9
752,2014,1257,1387,1,Y04,Y05,4,5
753,2014,1276,1400,1,Y02,Y07,2,7
754,2014,1277,1217,1,W04,W12,4,12
755,2014,1361,1295,1,Z04,Z12,4,12
756,2014,1458,1332,1,Z02,Z07,2,7
757,2014,1112,1211,1,Z01,Z08,1,8
758,2014,1124,1166,1,Z06,Z03,6,3
759,2014,1235,1314,1,W03,W06,3,6
760,2014,1246,1455,1,Y08,Y01,8,1
761,2014,1390,1242,1,X10,X02,10,2
762,2014,1397,1273,1,Y11b,Y14,11,14
763,2014,1417,1372,1,X04,X12,4,12
764,2014,1438,1272,1,W01,W08,1,8
765,2014,1112,1361,1,Z01,Z04,1,4
766,2014,1173,1390,1,X11,X10,11,10
767,2014,1196,1417,1,X01,X04,1,4
768,2014,1458,1124,1,Z02,Z06,2,6
769,2014,1163,1235,1,W07,W03,7,3
770,2014,1246,1257,1,Y08,Y04,8,4
771,2014,1276,1397,1,Y02,Y11b,2,11
772,2014,1277,1438,1,W04,W01,4,1
773,2014,1196,1173,1,X01,X11,1,11
774,2014,1458,1112,1,Z02,Z01,2,1
775,2014,1163,1277,1,W07,W04,7,4
776,2014,1246,1276,1,Y08,Y02,8,2
777,2014,1163,1196,1,W07,X01,7,1
778,2014,1246,1458,1,Y08,Z02,8,2
779,2014,1163,1246,1,W07,Y08,7,8
780,2015,1214,1264,1,Y16a,Y16b,16,16
781,2015,1279,1140,1,Z11b,Z11a,11,11
782,2015,1173,1129,1,W11b,W11a,11,11
783,2015,1352,1316,1,X16b,X16a,16,16
784,2015,1112,1411,1,Z02,Z15,2,15
785,2015,1116,1459,1,Z05,Z12,5,12
786,2015,1139,1400,1,Y06,Y11,6,11
787,2015,1153,1345,1,Y08,Y09,8,9
788,2015,1207,1186,1,X04,X13,4,13
789,2015,1209,1124,1,Z14,Z03,14,3
790,2015,1246,1214,1,Y01,Y16a,1,16
791,2015,1301,1261,1,W08,W09,8,9
792,2015,1314,1217,1,Z04,Z13,4,13
793,2015,1323,1318,1,Y03,Y14,3,14
794,2015,1326,1433,1,Z10,Z07,10,7
795,2015,1412,1235,1,X14,X03,14,3
796,2015,1417,1374,1,X11,X06,11,6
797,2015,1428,1372,1,X05,X12,5,12
798,2015,1437,1248,1,W01,W16,1,16
799,2015,1462,1279,1,Z06,Z11b,6,11
800,2015,1173,1344,1,W11b,W06,11,6
801,2015,1181,1352,1,X01,X16b,1,16
802,2015,1211,1295,1,X02,X15,2,15
803,2015,1234,1172,1,X07,X10,7,10
804,2015,1242,1308,1,Y02,Y15,2,15
805,2015,1257,1414,1,W04,W13,4,13
806,2015,1268,1434,1,Y04,Y13,4,13
807,2015,1277,1208,1,W07,W10,7,10
808,2015,1320,1461,1,W05,W12,5,12
809,2015,1328,1107,1,W03,W14,3,14
810,2015,1332,1329,1,Z08,Z09,8,9
811,2015,1361,1385,1,X08,X09,8,9
812,2015,1438,1125,1,W02,W15,2,15
813,2015,1452,1138,1,Y05,Y12,5,12
814,2015,1455,1231,1,Y07,Y10,7,10
815,2015,1458,1157,1,Z01,Z16,1,16
816,2015,1112,1326,1,Z02,Z10,2,10
817,2015,1246,1153,1,Y01,Y08,1,8
818,2015,1301,1437,1,W08,W01,8,1
819,2015,1314,1116,1,Z04,Z05,4,5
820,2015,1323,1139,1,Y03,Y06,3,6
821,2015,1417,1412,1,X11,X14,11,14
822,2015,1428,1207,1,X05,X04,5,4
823,2015,1462,1209,1,Z06,Z14,6,14
824,2015,1181,1361,1,X01,X08,1,8
825,2015,1211,1234,1,X02,X07,2,7
826,2015,1257,1320,1,W04,W05,4,5
827,2015,1277,1438,1,W07,W02,7,2
828,2015,1328,1173,1,W03,W11b,3,11
829,2015,1452,1268,1,Y05,Y04,5,4
830,2015,1455,1242,1,Y07,Y02,7,2
831,2015,1458,1332,1,Z01,Z08,1,8
832,2015,1112,1462,1,Z02,Z06,2,6
833,2015,1246,1452,1,Y01,Y05,1,5
834,2015,1323,1455,1,Y03,Y07,3,7
835,2015,1458,1314,1,Z01,Z04,1,4
836,2015,1181,1428,1,X01,X05,1,5
837,2015,1211,1417,1,X02,X11,2,11
838,2015,1257,1301,1,W04,W08,4,8
839,2015,1277,1328,1,W07,W03,7,3
840,2015,1246,1323,1,Y01,Y03,1,3
841,2015,1458,1112,1,Z01,Z02,1,2
842,2015,1181,1211,1,X01,X02,1,2
843,2015,1277,1257,1,W07,W04,7,4
844,2015,1181,1277,1,X01,W07,1,7
845,2015,1458,1246,1,Z01,Y01,1,1
846,2015,1181,1458,1,X01,Z01,1,1
847,2016,1195,1192,1,W16b,W16a,16,16
848,2016,1455,1435,1,Y11b,Y11a,11,11
849,2016,1221,1380,1,Z16a,Z16b,16,16
850,2016,1276,1409,1,W11a,W11b,11,11
851,2016,1114,1345,1,X12,X05,12,5
852,2016,1139,1403,1,X09,X08,9,8
853,2016,1163,1160,1,Y09,Y08,9,8
854,2016,1181,1423,1,Z04,Z13,4,13
855,2016,1211,1371,1,X11,X06,11,6
856,2016,1231,1151,1,W05,W12,5,12
857,2016,1235,1233,1,X04,X13,4,13
858,2016,1242,1122,1,Y01,Y16,1,16
859,2016,1246,1392,1,W04,W13,4,13
860,2016,1274,1138,1,Y03,Y14,3,14
861,2016,1314,1195,1,W01,W16b,1,16
862,2016,1344,1425,1,W09,W08,9,8
863,2016,1428,1201,1,X03,X14,3,14
864,2016,1438,1214,1,X01,X16,1,16
865,2016,1455,1112,1,Y11b,Y06,11,6
866,2016,1463,1124,1,Z12,Z05,12,5
867,2016,1218,1143,1,Y13,Y04,13,4
868,2016,1234,1396,1,Y07,Y10,7,10
869,2016,1268,1355,1,Y05,Y12,5,12
870,2016,1292,1277,1,X15,X02,15,2
871,2016,1320,1400,1,Z11,Z06,11,6
872,2016,1323,1276,1,W06,W11a,6,11
873,2016,1328,1167,1,Z02,Z15,2,15
874,2016,1332,1221,1,Z01,Z16a,1,16
875,2016,1372,1452,1,W14,W03,14,3
876,2016,1386,1153,1,Z08,Z09,8,9
877,2016,1393,1173,1,X10,X07,10,7
878,2016,1401,1453,1,Z03,Z14,3,14
879,2016,1433,1333,1,Z10,Z07,10,7
880,2016,1437,1421,1,Y02,Y15,2,15
881,2016,1458,1338,1,W07,W10,7,10
882,2016,1462,1451,1,W02,W15,2,15
883,2016,1181,1463,1,Z04,Z12,4,12
884,2016,1211,1428,1,X11,X03,11,3
885,2016,1231,1246,1,W05,W04,5,4
886,2016,1235,1114,1,X04,X12,4,12
887,2016,1242,1163,1,Y01,Y09,1,9
888,2016,1274,1455,1,Y03,Y11b,3,11
889,2016,1314,1344,1,W01,W09,1,9
890,2016,1438,1139,1,X01,X09,1,9
891,2016,1268,1218,1,Y05,Y13,5,13
892,2016,1323,1372,1,W06,W14,6,14
893,2016,1328,1433,1,Z02,Z10,2,10
894,2016,1332,1386,1,Z01,Z08,1,8
895,2016,1393,1292,1,X10,X15,10,15
896,2016,1401,1320,1,Z03,Z11,3,11
897,2016,1437,1234,1,Y02,Y07,2,7
898,2016,1458,1462,1,W07,W02,7,2
899,2016,1242,1268,1,Y01,Y05,1,5
900,2016,1328,1401,1,Z02,Z03,2,3
901,2016,1332,1181,1,Z01,Z04,1,4
902,2016,1437,1274,1,Y02,Y03,2,3
903,2016,1314,1231,1,W01,W05,1,5
904,2016,1323,1458,1,W06,W07,6,7
905,2016,1393,1211,1,X10,X11,10,11
906,2016,1438,1235,1,X01,X04,1,4
907,2016,1328,1332,1,Z02,Z01,2,1
908,2016,1437,1242,1,Y02,Y01,2,1
909,2016,1314,1323,1,W01,W06,1,6
910,2016,1393,1438,1,X10,X01,10,1
911,2016,1314,1393,1,W01,X10,1,10
912,2016,1437,1328,1,Y02,Z02,2,2
913,2016,1437,1314,1,Y02,W01,2,1
914,2003,1411,1421,0,X16a,X16b,16,16
915,2003,1436,1112,0,Z16,Z01,16,1
916,2003,1272,1113,0,Z07,Z10,7,10
917,2003,1166,1141,0,Z06,Z11,6,11
918,2003,1301,1143,0,W09,W08,9,8
919,2003,1140,1163,0,X12,X05,12,5
920,2003,1161,1181,0,Z14,Z03,14,3
921,2003,1153,1211,0,Z08,Z09,8,9
922,2003,1443,1228,0,Z13,Z04,13,4
923,2003,1429,1242,0,Z15,Z02,15,2
924,2003,1221,1266,0,Y14,Y03,14,3
925,2003,1356,1281,0,Y11,Y06,11,6
